#Transcript position	Transcript coverage profile
0.0	0.09491561274312062
1.0	0.0427506713888604
2.0	0.03821728831771824
3.0	0.05232011475169387
4.0	0.03591189943940518
5.0	0.02991791917828289
6.0	0.05571829940662228
7.0	0.040045675583994175
8.0	0.02031176442875856
9.0	0.018226802079996895
10.0	0.02736323506023771
11.0	0.0273017124085433
12.0	0.024419179988378437
13.0	0.0332171696050713
14.0	0.022605220117061495
15.0	0.030643654699123057
16.0	0.03968449640126584
17.0	0.018868145823960174
18.0	0.01376633668722367
19.0	0.03120948523541215
20.0	0.040720421675203074
21.0	0.013904298202262744
22.0	0.022059847225223146
23.0	0.03295476707075875
24.0	0.02252157637045492
25.0	0.007179589299186695
26.0	0.010199430251239185
27.0	0.015202763638736558
28.0	0.012918123039228924
29.0	0.011064466722361459
30.0	0.023113344436604257
31.0	0.062384158798049635
32.0	0.02957172882586411
33.0	0.03319916361823782
34.0	0.034854175840904354
35.0	0.038291143711756355
36.0	0.01823979898337822
37.0	0.029567416886875697
38.0	0.026409152362942504
39.0	0.03320329227610894
40.0	0.016586789611691723
41.0	0.033001948319981864
42.0	0.05673967029886821
43.0	0.028304492814335037
44.0	0.022257653920710076
45.0	0.026288057413359357
46.0	0.05176186229669313
47.0	0.05239026490672776
48.0	0.045466954188838254
49.0	0.03405179253827887
50.0	0.034478844452978614
51.0	0.025529591317832976
52.0	0.02265184999866616
53.0	0.05666758935136139
54.0	0.018790733466980108
55.0	0.02364491364236922
56.0	0.04162563539100162
57.0	0.02219455579386653
58.0	0.03598781136091593
59.0	0.05415888935082472
60.0	0.04160099070906352
61.0	0.022224599176301055
62.0	0.008290395979019769
63.0	0.03927520761898574
64.0	0.02721839460997288
65.0	0.05804339495945383
66.0	0.03488777236389714
67.0	0.05051281049980175
68.0	0.08388563294420065
69.0	0.06452908102998212
70.0	0.030019813051001376
71.0	0.03204457653257782
72.0	0.04322595178284818
73.0	0.0320898856313722
74.0	0.014497093759721724
75.0	0.02086717078237746
76.0	0.03796965791167313
77.0	0.031118483084152968
78.0	0.06471877166594044
79.0	0.0806239142839799
80.0	0.05293109170407736
81.0	0.03185585020181897
82.0	0.08743978818884411
83.0	0.052844091177239164
84.0	0.026939586558916827
85.0	0.007645242279400872
86.0	0.03285638293439651
87.0	0.04720396070862387
88.0	0.06054985965691088
89.0	0.052528956620173956
90.0	0.03655941983315047
91.0	0.028344225756545334
92.0	0.059790794243626696
93.0	0.03587688810623327
94.0	0.059763049309205105
95.0	0.061158341393195675
96.0	0.06800325534418594
97.0	0.05669730136065824
98.0	0.028820220596048333
99.0	0.01531902743218273
